Internal ID,"What skills are required for a modern, digital economy, and how can Canada best support their development and deployment in the workforce?","How can we enhance AI literacy in Canada, including awareness of AI’s limitations and biases?","What can Canada do to ensure equitable access to AI literacy across regions, demographics and socioeconomic groups?"
36295513,,,
36295542,,,
36295545,,,
36295653,,,
36295667,,,
36295674,"A modern digital economy requires more than coding and data science it needs inclusive, ethical, and adaptive skills that prepare workers to lead, regulate, and coexist with AI. Canada should invest in digital and financial literacy, data stewardship, applied AI ethics, and interdisciplinary education that bridges technology, social impact, and human rights. Workforce development must prioritize women, survivors, and gender-diverse people, whose economic participation strengthens resilience and innovation. This includes re-skilling programs for workers in precarious sectors, mentorship pipelines for underrepresented groups, and public-private partnerships that offer paid training, micro-credentials, and community-based digital upskilling.","Canada must foster both technical understanding and critical awareness of AI’s limitations, biases, and risks. Public education should go beyond how AI works to include how it affects privacy, employment, and economic security. Embedding AI literacy across school curricula, professional certification, and workplace training can prevent harm and promote confidence. Public awareness campaigns co-led by academia, survivor-led organizations, and Indigenous communities can make AI transparent, human-centered, and responsive.","Equitable AI literacy begins with equitable access. Federal, provincial, and industry collaboration can fund free or low-cost literacy programs delivered through libraries, community hubs, and gender equity organizations. For women and survivors of economic abuse, accessible AI literacy means safer participation in digital banking, entrepreneurship, and employment. Programs must be culturally relevant, multilingual, and trauma-informed, bridging divides that prevent equitable engagement in the digital economy."
36295793,,,
36295796,,,
36295807,,,
36295826,"Building a competitive, AI-ready workforce requires Canada to adopt a multi-faceted strategy that cultivates talent with the multi-disciplinary, applied, and professional skills the modern economy demands.
1) Cultivate multi-disciplinary talent fluent in both AI and industry applications: To bridge the gap between Canada's world-class research and its industrial application, the national strategy should focus on developing innovators fluent in both the language of cutting-edge AI and the language of a strategic sector. Innovation-focused internships are a critical mechanism for achieving this, as they provide top researchers with the opportunity to apply their knowledge and skills in a real-world industrial setting. At scale, this approach could mirror successful international models, such as AI Singapore's 100 Experiments (100E) program, which deploys elite AI specialists directly into industry to accelerate the commercialization of novel, high-value solutions in under a year.
2) Prioritize applied skills for AI commercialization: To close the commercialization gap, Canada needs to develop talent skilled in building, deploying, and scaling practical AI solutions. This requires a blend of technical proficiency with strong business acumen and expertise in responsible AI and governance, including AI ethics, human-centric design, and bias detection. 
3) Support lifelong learning and workforce upskilling: To support Canada's nation-building ambitions in areas like energy and defence, the national AI skills strategy must extend beyond post-secondary students to include the existing workforce. This requires a national effort to support accessible, industry-aligned upskilling and reskilling programs that provide pathways for current workers to gain the foundational AI literacy needed to boost productivity and adapt to a changing economy.","Canada should address its national weakness in AI literacy by launching a national mission to build practical, applied AI skills at scale, treating it with the same urgency as a major nation-building project. This requires a coordinated, multi-level strategy that learns from international best practices.
1) Launch a national mission to enhance AI literacy: To address Canada's persistent productivity gap and accelerate the slow pace of technology adoption by businesses, Canada must transform its national AI literacy deficit into a competitive strength by launching a formal national mission to promote widespread AI literacy. This mission must move beyond ad-hoc programs to create a cohesive, national framework for skills development that empowers every citizen, accelerates business adoption, and ensures that the economic benefits of AI are widely shared. 
2) Adopt a multi-level national curriculum, learning from international best practices: Canada should learn from successful international models to create a comprehensive curriculum tailored to different audiences, including K-12 education, the existing workforce, and the general public.
3) Prioritize experiential learning for Highly Qualified Personnel (HQP): The national strategy should prioritize scaling work-integrated learning to embed skilled talent directly into organizations to enhance AI adoption and commercialization. This approach can enhance the ambient AI literacy of the entire team and provide practical, contextual learning about AI's capabilities, limitations, and biases. This literacy must include a sophisticated understanding of responsible AI principles, including ethics, governance, and human-centric design.","A national AI literacy strategy must intentionally promote equitable access from the outset to ensure all Canadians share the benefits of the AI revolution. This requires a multi-pronged approach focused on coordinated governance, targeted programming, and national delivery.
1) Mandate equity as a core principle of the national AI literacy strategy: Equity in AI literacy cannot be an afterthought; it must be a non-negotiable design principle for all national AI initiatives. This requires formal, top-down collaboration between federal, provincial, and municipal governments to ensure equitable access to both AI technologies and training. 
2) Deliver the national AI literacy mission through a place-based and culturally responsive model: The mission must be focused on building workforce AI readiness for all Canadians. To achieve this, it must be delivered through a model that reaches every community. The government should therefore provide dedicated funding to scale existing, proven Canadian initiatives with a track record of reaching underserved communities and geographies. Organizations like Mitacs have demonstrated success in reaching equity-deserving groups through its programming and delivery. 
3) Leverage sovereign infrastructure to help bridge the digital divide: Equitable access to AI literacy training is meaningless without equitable access to the underlying technology. The national strategy must ensure that the rollout of the Canadian Sovereign AI Compute Strategy includes specific provisions for regional nodes, subsidized access for underserved communities, and partnerships with Indigenous communities."
36295829,,"The federal government can support AI literacy through education, democracy forums, funding for nonprofits to conduct training and development. KHP is building our mental health literacy programs to include AI literacy. For example, KHP has developed a partnership with Google to support the expansion of our Counsellor in the Classroom (CITC) program. CITC is a free program for grades 4-12 to promote the discussion of mental health and well-being among young people. KHP will use Google's Be Internet Awesome curriculum to develop CITC sessions for youth on building safer digital worlds and strengthening communities. KHP recognizes that we must meet young people where they’re at, online and offline, and we pursue partnerships and collaboration opportunities to do so at every turn.",
36295835,,"Enhancing AI literacy means deepening information literacy — the ability to evaluate, question, and contextualize information in all its forms. Librarians are experts in this work. At Ottawa Public Library, our staff teach residents how to consider information and data security, to assess credibility and validate, to identify misinformation, and understand how data systems shape what they see and believe.

Our services introduce emerging technologies through a lens of inquiry. By fostering curiosity alongside healthy skepticism, libraries help residents recognize information risk, bias, and limitation — in AI and beyond.

A national strategy for AI literacy should therefore invest in Canada’s library network as a cornerstone for lifelong, community-based education. Through accessible, inclusive, and trusted learning spaces, libraries ensure that Canadians of all ages develop the critical awareness required to navigate digital environments responsibly.","Equitable access to technology begins with equitable access to knowledge and learning. Public libraries form Canada’s most extensive educational network — more than 3,300 branches across cities, towns, rural and remote areas — free and open to everyone.

At Ottawa Public Library, we reach residents in every neighbourhood and offer multilingual programs, digital literacy training, and targeted support for newcomers, seniors, and those experiencing housing or financial insecurity. Our Bookmobile and Homebound Services extend learning opportunities to those unable to reach a branch.

Equity is about more than internet access; it is about having the skills and confidence to learn, question, and participate. Libraries deliver this through open learning, collaboration, and inclusive design. Federal collaboration with public libraries would prevent a two-tier digital literacy system and guarantee that every Canadian — regardless of geography or income — can develop the critical thinking and digital skills essential to thrive in a rapidly changing world."
36295842,,"Post-secondary institutions have a role to play in educating students about the appropriate uses of AI. That said, many young and sometimes most vulnerable populations will not be reached by post-secondary education, either at the college or university level. It is therefore essential to consider how elementary and secondary schools address the changing face of AI in preparing young people. This requires placing considerable resources into training the trainers. Teachers are a fundamental source of AI literacy and need ongoing professional development before they can impart a coherent AI strategy to youth. 

It is also important to look beyond educational institutions as sites of literacy. Lifelong learning is important for protecting vulnerable older adults and for reaching those who have not attained considerable formal education. Initiatives such as the Dais’ Democracy@Work program are innovative methods for delivering literacy from trusted sources outside of traditional educational settings.",
36295852,"Critical skills include data literacy, model understanding, prompt engineering, ethics-aware design, and cross-functional product integration skills that connect technical and business knowledge. Development should be supported through scalable micro-credentials, employer-led apprenticeships, and incentives for continual upskilling tied to industry needs. We should expand public-private partnerships with shared training platforms and subsidized access for SMEs. Encouraging modular credentials recognized by employers will accelerate workforce redeployment.","We need to implement national media and data literacy programs that include specific modules on AI limitations, bias, and responsible use, tailored for different audiences. Industry-supported workplace training and sector-specific playbooks will help businesses implement bias mitigation techniques. Funding public-facing tools and campaigns that demonstrate practical examples of AI strengths and risks is important. Promoting evaluation frameworks and independent audits will allow citizens to see evidence of bias mitigation in high-impact systems. We must foster partnerships with provinces and schools to incorporate AI literacy into curricula.","We must deploy federally funded, regionally delivered training hubs and mobile learning units to reach underserved communities and ensure they have broadband-enabled access. Partnering with industry to provide subsidized tools, mentorship, and internships will connect learners to employers. Funding for community organizations and Indigenous partners should be prioritized to develop culturally relevant curricula. We need to measure reach and impact with transparent equity key performance indicators (KPIs) and adjust programs based on outcomes. Leveraging provincial education authorities will help scale curriculum integration and credential recognition."
36295861,,,
36295882,,,
36295897,,,
36295920,"-	In healthcare: AI workforce that also knows the clinical / health context or clinical/biomedical research community trained for IA.","-	Clinician continued education programs. 
-	Health data training platform (Bioinformatics.ca) funded by CIHR.","Ensuring that smaller universities are supported in recruiting and training AI research capacity. 
In general, a flourishing academic environment can attract industry (examples: Standford/Silicon Valley, Toronto, Montreal)."
36295930,,,
36295963,,"To effectively enhance AI literacy in Canada, particularly addressing the crucial need for awareness of AI’s limitations and biases, the federal government must invest in the nation’s existing, trusted institutions: public libraries. Librarians are professional educators with decades of expertise in information literacy and source verification, skills directly transferable to identifying AI-generated misinformation, such as deepfakes, which pose threats to individuals and our political systems. Leveraging this expertise creates the national AI literacy infrastructure Canada needs.
Public libraries provide the necessary judgment-free spaces where Canadians of all ages can safely develop the critical evaluation skills required to navigate and think critically about AI content. Because libraries represent a cornerstone of Canada’s democracy, they are ideally suited to facilitate community input on AI policy and host AI ethics discussions, ensuring public understanding of bias and limitations reflects Canadian values. Furthermore, no other public institution works as significantly and universally across generations, allowing us to reach youth, seniors, newcomers, and vulnerable populations. This essential multigenerational training is already active, with 16,000 people attending technology programs at public libraries every month.
To maximize this impact and ensure equitable access, federal investment in library AI capacity—specifically librarian training and programming resources—is crucial. This investment will utilize our unparalleled reach of over 3,300 locations to deliver public literacy programs coast-to-coast, protecting the social fabric of our communities.","Achieving equitable access to AI literacy requires leveraging an infrastructure that is already coast-to-coast, universally trusted, and open to all demographics. Public libraries fulfill this need completely, operating 3,300+ locations in urban, suburban, rural and remote areas. This unparalleled reach ensures that training is accessible to all Canadians, regardless of income or background, thereby eliminating barriers and preventing the widening of the digital divide. Libraries are community hubs that serve as the primary public infrastructure, often open seven days a week, and are free to everyone.
Crucially, libraries connect with populations often missed by traditional programs. They are hubs connected to hundreds of service providers and key institutions in local contexts, such as agencies serving newcomers and social services. This allows libraries to deliver essential, multigenerational training to youth, seniors, and vulnerable populations, safeguarding Canadian values and the social fabric of communities. Furthermore, libraries are consistently ranked among Canada’s most trusted institutions, making them the ideal setting to foster informed confidence in AI technologies. To maximize this equitable impact, federal investment in library AI capacity—including librarian training and programming resources—is essential to support this existing network in delivering public literacy programs to every community."
36295977,,,
36296006,"I don't want to use AI in the workforce. However, in certain areas, providing more job opportunities regarding AI usage could be beneficial.","Workplace training/training programs, courses at elementary, high school, and university levels, CBC segments; really just any way that one could access all or most age demographics, especially during these early stages of AI usage. To be clear, AI courses in schools that function like what computer labs used to do, just informing you on what it is and how it can be used responsibly, NOT relying on AI to be used as a tool during regular class assignments. You do still need to be able to read, you can't just rely on AI chapter/book summaries.","First, equitable access to the internet needs to be established. There are still Canadian communities and Canadians that do not have access to the internet, that needs to be addressed before AI can be addressed."
36296032,"Moving from industrialization to post-industrialization where humans are not seen as interchangeable robots with predictable capabilities. Labour where no one cares who it is doing it will and should be replaced by machine. 

Learning how to work with AI tools, both for getting things done and learning how things work. Machine systems should be doing labour but also explaining how and why that labour was done. 

Education in ethics, history, civics and relationship/community building will be crucial for human labour to matter. Expert direction of machines requires good judgement and wisdom. This is bounded by direct experience, so participation in actually making things is critical, but as much should be learned about what to make and how to make things in a good way from recorded media and interaction with machines.","People don't even know what digital means much less what software or AI is. Our historical understanding of the digital economy is corrupted and damaged by the modern day robber barons that are seen as heroes not impediments to free and fair markets.

Strong basic education from as early as possible about how to make digital things and their real nature along with a strong immunization against mind viruses (safe exposure and explanations of marketing and propaganda techniques and manipulation).  

Support for artists making things with AI and critiquing it and financial support for anyone adding to the commons and making tools that help with the above and allowing people to interact directly and make things using AI.","See previous answers. Fundamentally we need to be creating a library of high quality information that humans and machines can learn from. This material needs to be ""translated"" to be understandable from a variety of contexts and backgrounds, which in turn is critical training data for machines to learn an understand human subjectivity."
36296048,Expertise en direction d'entreprises technologiques.,Campagnes de sensibilisation.,"C'est déjà accessible! Internet, formation à distance."
36296054,"Run Pan Canadian adoption campaigns, develop proper learning materials, deploy public access to training",on the spot training and use of technology enabled programs,"use fractal systems to enhance and amplify reach of initiatives, consider just enough, just in time formats to avoid overspending"
36296067,,,
36296098,,,
36296105,"To build an inclusive, future-ready workforce, Canada needs a comprehensive, fully funded national AI skills strategy developed in partnership with provincial and territorial governments. This strategy will ensure that Canadians in all regions and at every stage of their careers can access the learning opportunities they need to build AI literacy and technical competency. 
This strategy should establish a coordinated approach across all levels of education, building from K–12 to applied training and professional application in postsecondary education. A whole-of-government, multi-jurisdictional commitment would ensure AI literacy is embedded across curricula, preparing Canadians of all ages and backgrounds to participate confidently in an AI-enabled world. We recommend a progressive multi-focus approach, modeled on successful international frameworks advanced by UNESCO and the OECD, that embeds AI literacy and ethical awareness into the K-12 system. 

At the postsecondary level, this strategy should ensure that learners can progress from foundational AI literacy to advanced, sector-specific applications that drive innovation. The college sector, with unparallelled national reach, will be a critical ally in ensuring that students across the country can further develop their tech literacy skills. In addition to AI specific training, colleges already lead efforts to integrate AI capabilities into all program areas, ensuring that every graduate is ready and able to engage with AI.  By combining colleges’ practical training and strong community focus, these graduates will be positioned to drive innovation and facilitate industry AI adoption in their regions.
A population-wide baseline of AI literacy will strengthen Canada’s agility and competitiveness, enabling workers to identify and lead AI-driven opportunities wherever they arise. Expanding current training efforts under a unified vision will enable the full integration of AI across sectors and regions.",,"Preventing a digital divide must be a central priority of the AI strategy. While building foundational AI literacy in early education is essential, it must be complemented by targeted supports for Canadians already in the workforce. To ensure meaningful and broad adoption of AI, the government must provide working Canadians with support to access AI training learning opportunities.
The government has existing mechanisms, such as the Canada Training Credit (CTC) and the Canada Student Financial Assistance Program (CSFAP), that can serve as a foundation for supporting adult learners. However, the structure and eligibility criteria of these programs often do not align with the short-term and flexible learning formats that are best suited for mid-career learners.
To make it possible for these Canadians to retrain and keep pace with an AI-integrated economy, the government should: 
•	Amend the CTC so that training funds flow to applicants before they start their studies, ensuring mid-career learners have access to the short training programs that are best suited for rapid upskilling and reskilling.
•	Modernize the CSFAP to include eligibility for microcredentials and other short-term training options, so Canadians can upskill and reskill without leaving the workforce. 
•	Make further adjustment to the Student Financial Assistance Program to better reflect the realities of older students. Building off the Skills Boost program, we recommend providing an additional $1,600 in non-repayable grants to students returning to study who have been out of high school for at least 10 years. In addition, we recommend ensuring the previous income and spousal income is not used to disadvantage mid-career workers for learners needs assessment and maintaining a reasonable income threshold for assistance repayment, so workers feel confident in their ability to return to the workforce after upskilling."
36296127,,,
36296129,,,
36296152,,,
36296160,"A modern digital economy requires a workforce that combines strong technical knowledge with adaptable, human-centered skills. Canada’s success will depend on developing workers who understand technology and can apply it responsibly in industries that remain vital to our economy, such as manufacturing, aerospace, transportation, energy, and health care.

The most valuable skills are not limited to coding or data science. Workers need digital literacy, problem-solving, and critical thinking abilities that allow them to work safely and effectively alongside new technologies. Skills in areas such as predictive maintenance, robotics, data analysis, cybersecurity, and AI system oversight are becoming essential. Just as important are communication, teamwork, and ethical reasoning - skills that ensure technology supports people rather than replaces them.

Canada should strengthen education and training at every level. Public investment in universities, colleges, and trade schools must be matched with new programs that integrate AI and digital tools into traditional technical training. Short, modular training and micro-credential programs can help workers in mid-career update their skills quickly. These initiatives should be developed in partnership with industry and labour so that training reflects real workplace needs and leads directly to employment opportunities.

Unions and employers can work together to deliver practical on-the-job learning that prepares workers to adapt to continuous technological change. Governments should also support retraining for those whose roles are being automated, ensuring no worker is left behind as industries modernize.","Improving AI literacy in Canada requires helping people understand how the technology works, where it can be useful, and where its limits and risks lie. Canadians need to be aware that AI systems are not neutral, that they can reflect the biases in their data, and that human judgment remains essential in every setting where AI is used.

Government, educators, employers, and unions should work together to make AI education accessible to everyone. Public awareness campaigns can explain AI in practical terms, showing how it affects daily life in areas such as health care, transportation, and employment. The goal should be to give people enough understanding to ask questions, recognize potential bias, and make informed choices when interacting with automated systems.

In the workplace, training programs should teach employees how to use AI tools responsibly and understand their limits. This includes knowing how to interpret AI-generated outputs, check accuracy, and maintain safety and fairness. Labour and industry partnerships can help design these programs so that they reflect real job requirements.

Schools, colleges, and universities should also include basic AI literacy in their curricula. This would prepare students to enter the workforce with a balanced understanding of both the benefits and the challenges of AI.

Canada can learn from countries that have successfully introduced national AI literacy strategies by combining education, workforce training, and public engagement. When Canadians understand AI’s strengths and its shortcomings, they are better equipped to use it responsibly, hold institutions accountable, and ensure that the technology continues to serve society’s broader interests.","Ensuring equitable access to AI literacy means making sure that every Canadian, regardless of region, income, or background, can understand and benefit from new technologies. Canada must treat AI education as a public good, not a privilege available only in major cities or to those working in high-tech industries.

The federal government should work with provinces, territories, municipalities, and Indigenous governments to build consistent national standards for AI education while allowing flexibility to meet local needs. Funding should support public schools, colleges, and community programs in both urban and rural areas so that all Canadians have access to the same level of digital and AI learning.

Industry has a responsibility to contribute as well. Companies that use or develop AI should help fund and deliver literacy programs through partnerships with unions, postsecondary institutions, and training centers. These programs can provide free or low-cost learning opportunities for workers and young people, including those in trades and manufacturing, where technology adoption is accelerating.

Community organizations, libraries, and public learning hubs can help reach groups that may not have regular access to formal education or digital infrastructure. Targeted outreach should focus on women, newcomers, Indigenous communities, and older workers, ensuring that all groups can participate in and benefit from Canada’s digital economy.

AI literacy must go beyond technical training. It should include understanding of ethics, privacy, and fairness, helping Canadians engage with technology confidently and critically. By combining government coordination, industry participation, and local delivery, Canada can create an inclusive foundation for AI learning that leaves no region or community behind."
36296184,"Canada must ensure that its workforce is not only digitally capable — but ethically and civically prepared to operate alongside synthetic systems.
In addition to technical and data fluency, the following skill domains are essential:
1. AI Safety and Governance Literacy
-Understanding how synthetic systems are regulated, certified, and limited.
-Knowing how to challenge misuses, trigger redress, and identify risk behaviors like drift or behavioral nudging.
-Recognizing manipulative interface patterns like infinite scroll, autoplay, or trust simulation — and knowing how to opt out or report violations.
2. Ethical Deployment and Human-in-the-Loop Design
-Building systems that keep humans involved in decision-making loops.
-Designing interfaces with override, audit, and refusal functionality as defaults.
-Understanding the limits of delegation to automated or adaptive AI systems — and when critical decisions must remain human-led.
3. Public-Sector and Civil Society Collaboration
-Training for AI oversight roles, public service auditing, and safety-critical licensing.
-Supporting workers in journalism, law, education, and public policy to meaningfully engage with AI governance issues.
-Investing in regional training hubs and open-access programs that build literacy and trust beyond industry.
Canada can build a world-class workforce by prioritizing alignment, safety, and sovereignty alongside speed or scale. Let’s train people not just to use AI — but to govern it.","Canada can lead by embedding literacy in three core areas:
1. Formal Education (K–12 and Post-Secondary)
-Teach students to recognize when they are being manipulated, profiled, or emotionally nudged by synthetic systems.
-Include instruction on bias, hallucination, redress, system provenance, and refusal mechanisms.
-Emphasize that outputs from AI systems can appear confident while being entirely false or misaligned.
2. Public Awareness and Community Access
-Launch a national public literacy campaign, using trusted institutions like libraries, community centers, and media.
-Create programs similar to the Community Access Program to deliver free, community-based education on AI risks and rights.
-Provide special emphasis on algorithmic attention traps like infinite scroll, autoplay, and synthetic influencers.
3. Workplace Literacy and Targeted Training
Develop modular training programs for workers across sectors — with distinct tracks for:
-High-risk AI deployment roles (with licensing),
-General workplace literacy (understanding what systems are allowed to do),
-Redress procedures and escalation pathways.
International best practices should focus on empowering people to say no to AI systems, not just how to use them. A literate public is the first line of defense against harm.","Equitable access to AI literacy must be treated as a national priority — not just for innovation, but for protection, empowerment, and public rights awareness.
To achieve this, Canada should:
1. Build a Modern Public AI Literacy Network
-Create a federally supported public access network — modeled in spirit after the Community Access Program (CAP), which in the late 1990s provided free internet access and digital literacy training in underserved communities.
-Modernize this approach for the synthetic era by offering free, accessible education on AI safety, behavioral manipulation, redress, and refusal rights — especially in rural, remote, and lower-income regions.
2. Partner Across Levels of Government and Civil Society
-Collaborate with provincial governments, Indigenous communities, libraries, schools, and trusted nonprofits to co-develop and deliver localized content in multiple languages.
-Require industry to contribute funding and curriculum access for systems deployed in the public.
3. Center Marginalized and At-Risk Populations
Design targeted outreach programs for:
-Seniors, newcomers, and low-literacy individuals,
-Youth in under-resourced schools,
-Communities historically impacted by biased or extractive systems.

Canada must treat AI literacy the same way it once treated public internet access: as a foundational civic right. The ability to understand and resist synthetic manipulation is not optional — it's modern self-defense.

This level of early and widespread literacy — especially among young adults — may also inspire the next generation of ethical AI practitioners, encouraging innovation grounded in safety, rights, and public trust."
36296203,,,
36296229,"Ech, we don't know yet the right balance. We need more research. 

We know the wrong balance (e.g., only engineers) will land us in a world of hurt).

We do know that churning out computer scientists or technologies alone is not the whole answer by far. See earlier comments on changes needed in schools of public policy and administration, for instance.

We actually need a range of skills: philosophers (ethics, agentic Ai questions, etc.), linguistics (esp. semanticists and pragmatists), many more cognitive scientists (esp. on decision-making). 

Need to ensure school curricula (K-12) are providing age-appropriate training and skills development which includes how to save from harm).

This will require collaboration with the provinces and territories. 
Gs&Cs to not-for-profits to aid in training and skills diffusion would also be needed.",See previous answers.,"Do as it does with other similar efforts. We're not re-inventing the wheel here, folx. But make sure there's monitoring of performance that is disaggregatable across sub-populations). Fund it - even under austerity budgets."
36296239,,,
36296254,"A workforce competent in technological skills is critical for the effective use of ARC systems and for translating those skills to broader industry applications.  Ongoing DRI training is necessary for both novice and experienced DRI users to maintain a workforce proficient in rapidly evolving areas such as AI. Digital literacy is more than being able to use current digital tools – it must include understanding how to approach problems and facilitate industrial solutions through digital means 

Leverage training for researchers delivered by the national DRI ecosystem. Training in effective use of continually evolving hardware and software is essential for AI practitioners and researchers. Skills related to optimizing software performance, designing complex computational workflows, running jobs across multiple GPUs, using supercomputers, and managing large amounts of data are generally not taught in universities or colleges. But these are among the skills taught by the regional DRI organizations.  Without training - only a very limited set of researchers will have the ability to exploit the hardware to anywhere near its true potential

With students trained in high-tech skills, Canadian industry benefit from a workforce which is currently proficient yet adaptable to continuing technology changes. Training must be continually updated to meet changes in research and industrial needs as well as those in the technology

Both new and experienced AI users require specialized training to make effective and efficient use of HPC systems and AI/ML applications. Experienced researchers specifically require training to enable them to scale up research problems and to make best use of the latest hardware and software which changes significantly on 1–2-year timescales.  

The regional organizations partnered with DRAC delivered 25,000 participant-hours of training last year covering topics from data preparation to machine learning and neural networks.",,
36296280,"From the tech perspective, there will be a rapid shift away from traditional coding to agentic product engineering and context design & engineering. This will require a new breed of developers who can work alongside AI and understand organizational systems development. We are moving away from encoding rules in software to building context for systems of LLMs. From a human perspective, enablement programs (individual or at an organizational level) will be needed to help with this time of transition.",,
36296326,,,
36296340,,,
36296355,"People need to learn how to actually use computers, how they work, how to directly engage with the systems involved rather than just letting an app do things for them under the hood.","In addition to restricting or forbidding AI’s use in certain fields, people need to be taught how LLMs actually work and what they actually do rather than being told it’s some miracle technology that does everything. It’s not a good calculator. It’s not a good editor. It’s not a friend or a therapist.",
36296414,,,
36296419,,,
36296424,,,
36296450,,,
36296457,,,
36296477,"The skills that are required for a modern, digital economy are cognitive skills such as critical thinking and problem solving. Canada can best support their development by funding proper learning environments for humans to think with their own minds as opposed to relying on machine generated misinformation. It is dangerous, reckless, and irresponsible to believe that genAI can replace human problem-solving.","We do not need to enhance AI literacy in Canada. We need to increase literacy in students and education across the board. According to StatCan, the trend for average score in reading, mathematics, and science in 15 years olds has been decreasing across 2015, 2018, and 2022.

Furthremore, in 2018 and 2022, Canada's Programme of International Student Assessment (PISA) was statistically significantly lower in both reading and science whereas before it was not.

https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3710014901&pickMembers%5B0%5D=1.1&cubeTimeFrame.startYear=2015&cubeTimeFrame.endYear=2022&referencePeriods=20150101%2C20220101","Canada does not need equitable access to AI literacy. Canada needs equitable access to housing, public transportation, healthcare, and food services."
36296478,,,
36296493,"None.

AI is a plagiarism machine that is destroying the environment, taking away human jobs, anti-intellectual, and anti art and culture.","Do not.

AI is a plagiarism machine that is destroying the environment, taking away human jobs, anti-intellectual, and anti art and culture.","Do not.

AI is a plagiarism machine that is destroying the environment, taking away human jobs, anti-intellectual, and anti art and culture."
36296501,,,
36296502,,,
36296527,"I think Canada needs two intertwined skill stacks: (1) AI/tech-core skills, data literacy, Python/SQL, cloud, API/MLOps basics, prompt+retrieval engineering, cybersecurity hygiene, product thinking, and evaluation/safety; and (2) human advantage skills, problem framing, statistics-for-decisions, UX, communication, ethical reasoning, and change leadership. To keep pace with fast tech shifts, I’d fund short, stackable micro-credentials that “snap into” college/university credit, pair them with paid work-integrated learning, and guarantee compute and datasets so learners build real projects. For mid-career workers and SMEs, I’d co-fund employer cohorts that upskill whole teams (not just one person), tie training to a live use case with a 90-day ROI target, and create a national skills wallet that stores credentials workers can carry job-to-job. Public service should mirror this with AI fellowships and rotations so capability spreads across departments.","To build informed confidence, I want tiered AI literacy: a plain-language baseline for everyone (how systems work, common failure modes, privacy, bias, and when to escalate), a practitioner track for power users (evaluation, red-teaming checklists, prompt/RAG safety), and a leadership track (risk, governance, and procurement). Deliver it where people already are: inside workplaces, colleges, libraries, and newcomer programs, plus free, mobile-first micro-lessons that include hands-on labs with synthetic data. Every course should teach limits and bias by design (counterfactual tests, drift alarms, “nutrition labels,” and incident reporting). I’d recognize learning with portable badges, align content to international frameworks (so skills travel), and require vendors selling AI into Canada’s public sector to fund user training and publish clear model cards and usage guardrails.","Equity starts with access to devices, connectivity, and compute: I’d expand community tech hubs (through libraries, colleges, and Friendship Centres) with free GPUs-in-the-cloud seats, evening childcare, and stipends so low-income learners can attend. Provinces and municipalities can co-fund local delivery; the feds can set standards, content, and credential portability. Industry’s role is to provide datasets, mentors, and paid projects, especially for rural and northern communities, Indigenous partners, newcomers, and people with disabilities, plus commit to skills-first hiring where credentials aren’t a barrier. Schools should embed AI literacy across K-12 with accessible materials (bilingual, plain language, and screen-reader friendly), while adult-learning programs offer flexible, bite-size modules that stack toward diplomas. Finally, we should publish open dashboards on uptake and outcomes by region and demographic so we can see gaps early and move resources to where they’ll matter most."
36296531,,,
36296675,,,
36296677,,,
36296678,,"The goal of AI literacy in Canada should be to properly align Canadians’ trust of AI with the trustworthiness of these systems. Alignment involves giving people the tools and information they need to critically analyze the AI products that are being marketed or suddenly appearing in their existing apps. At the same time, adoption is not the necessary outcome of AI literacy programs. Rather, the goal should be to ensure Canadians can meaningfully assess the risks and benefits of adopting AI. This is central to ensuring Canadians’ constitutional rights are respected. 
We recommend standing up a research pillar at SAIRI, the AI research institute we have proposed elsewhere in our responses, focused on researching and developing AI literacy strategies. These strategies could include policies, a resource hub, curricula, and public awareness campaigns. All AI literacy strategies should educate Canadians about the risks and benefits of a wide range of AI systems, not just LLMs. 

We recommend incentivizing the development of K-12 curricula that critically examines AI. Children are increasingly exposed to AI in social media applications, education technologies, and other tools, and are particularly vulnerable to its effects. We also recommend incentivizing the development of undergraduate courses on the sociotechnical aspects of AI at all public Canadian universities and colleges. 

We recommend the establishment of workplace AI training programs to ensure that workers in all sectors are aware of AI-related risks and can critically engage with the deployment of AI tools to assist their work. 

AI literacy will support responsible Canadian AI adoption and commercialization. As we have discussed in our other responses, greater awareness of the risks and benefits of AI systems will ensure that Canadians properly align their trust in AI with its trustworthiness. This will ensure that Canadians adopt trustworthy AI technologies and promote ethical AI innovation.","Understanding what “AI literacy” looks like in different social and cultural contexts is key to ensuring equitable access across regions, demographics, and socioeconomic groups. Our team cannot define “AI literacy” for all groups, but we recommend further research to this end. 

We suggest that this research should be conducted at SAIRI, the fourth research institute we have discussed throughout our responses. This research would include a mandate to identify groups in need of AI education and the type of AI literacy that should be made accessible to each group. SAIRI could work with affected stakeholders to produce the required educational materials, tailor them to each audience, and ensure they are available in the language of each group’s choice through translation."
